ID,Name,Sex,Age,Height,Weight
612,Mohammad Abulibdeh,M,28,183,68
613,Kariman Abuljadayel,F,22,180,70
614,Jos Manuel Abundis Sandoval,M,23,177,72
615,Abdullah Abuqrais,M,25,163,65
616,Shigeru Aburaya,M,27,163,51
617,Cristobal Alejandro Aburto Tinoco,M,28,161,60
618,Aleksandr Veniaminovich Abushakhmetov,M,21,189,81
619,Magomedgasan Mingazhutdinovich Abushev,M,20,170,62
620,Kanat Kalizhanovich Abutalipov,M,25,168,56
621,Anas Sameer N. H. Abuyousuf,M,14,181,77
622,Ali Abuzamia,M,19,185,80
623,Irina Alekseyevna Abysova,F,27,175,56
624,Srr Acar,M,,170,78
625,E. Doan Acarbay,M,21,,
626,Alain Acart,M,21,175,67
627,Andreea Roxana Acatrinei,F,16,150,40
628,Jacques Accambray,M,22,194,125
629,William Accambray,M,24,194,104
630,Anna Accensi Abella,F,26,,
631,Ezio Acchini,M,26,,
632,Mario Acchini,M,33,,
633,Martina Accola,F,24,170,62
634,Paul Accola,M,20,176,82
635,Alfredo Accorsi,M,27,,
636,Enrique Accorsi Teuthorn,M,31,,
637,Eusebio Acea Colarte,M,31,190,95
638,Raidel Acea Morales,M,21,,
639,Domingo Gmez-Acedo Villanueva,M,21,,
640,Carmen Acedo Jorge,F,17,,
641,Jos Aceituno,M,23,167,58
642,Ervin S. Acel,M,39,,
643,Marco Acerbi,M,23,190,74
644,Claudia Acerenza Marez,F,22,160,55
645,Elmer ngel Acevedo,M,19,,
646,Anibl Santiago Acevedo,M,21,176,67
647,Eyne Acevedo Tabares,M,22,,67
648,Fabio Acevedo,M,22,171,70
649,Fernando Acevedo Portugues,M,22,175,65
650,Javier Carlos Acevedo,M,18,182,68
651,Jos Eduardo Acevedo Herrera,M,22,179,65
652,Nicole Jocelin Acevedo Tangarife,F,21,166,70
653,Sharon Evelin Acevedo Tangarife,F,23,170,61
654,Daniel Aceves Villagrn,M,19,158,52
655,Roberto Aceves Villagrn,M,22,165,64
656,David Laurence Acfield,M,21,178,73
657,Mohamed Ali Acha-Cheloi,M,25,165,68
658,Jaouad Achab,M,23,175,64
659,Mustapha Achab,M,22,,
660,Karem Faride Achach Ramrez,F,25,169,60
661,Emilio Achacoso,M,28,178,78
662,Loreto Achaerandio Snchez-Marn,F,20,164,50
663,Sharath Kamal Achanta,M,22,186,85
664,Kieron Robert Achara,M,29,208,110
665,Gilbert Achard-Picard,M,29,,
666,Aziz Acharki,M,28,180,68
667,Benjamin Ben Acheampong,M,25,161,62
668,Gemma Acheampong,F,23,163,54
669,Joachim Yaw Acheampong,M,18,181,73
670,Alfred Achermann,M,24,176,75
671,Ghassan Achi,M,16,168,60
672,Wilson Achia,M,25,167,52
673,Abdel Hak Achik,M,29,165,54
674,Mohamed Abdelhak Achik,M,23,174,57
675,Onochie Lawrence Larry Achike,M,25,188,75
676,Gaston Achille,M,,,
677,Georges Achille-Fould,F,55,,
678,Jacob Hendrik Jack Achilles,M,41,182,98
679,Ioan Valeriu Achiriloaie,M,23,183,87
680,Rita Nikolayevna Achkina,F,25,168,63
681,Janet Achola,F,24,167,52
682,Julius Achon,M,19,168,55
683,Natalie Chioma Achonwa,F,19,190,86
684,Ahmed Mohamed Achouche,M,28,191,110
685,Dallal Merwa Achour,F,17,176,45
686,Khaled Achour,M,20,177,82
687,Haykel Al-Achouri,M,23,184,84
688,Said Achtar,M,23,,
689,Roger Achten,M,28,171,62
690,Chantal Achterberg,F,27,172,72
691,Assumpta Achuo-Bei,F,20,159,55
692,James Dudley Jim Achurch,M,28,,
693,Gabriel Achy Assi,M,25,166,61
694,Oliver M. Acii,F,18,167,55
695,Ricardo Augusto Amaral Acioly,M,24,179,78
696,Charles Acke,M,,,
697,Fausto Alesio Acke (Padovini-),M,22,,
698,Paul Douglas Ackerley,M,27,179,68
699,Charles Edwin Charley Ackerly,M,22,,
700,Nathaniel Leedom Nate Ackerman,M,26,173,74
701,Georg Ackermann,M,24,191,75
702,Ronny Ackermann,M,20,184,69
703,Marianne Marjan Ackermans-Thomas,F,26,180,70
704,Dsir Antoine Acket,M,27,,
705,Donat Acklin,M,22,190,99
706,Guido Acklin,M,24,200,104
707,Urban Acman,M,24,180,83
708,Alberto Enrique Acosta Palma,M,19,,
709,Asuncin Acosta Galano,F,18,169,52
710,Bryan Josu Acosta Ramos,M,22,175,74
711,Carlos Acosta,M,28,,
712,Hctor H. Acosta,M,26,180,81
713,Jos Eugenio Acosta,M,26,173,73
714,Juan Acosta Umazabal,M,29,,
715,Julio Csar Acosta Gonzlez,M,29,160,62
716,Lautaro Germn Acosta,M,20,168,72
717,Leopoldo Acosta,M,22,185,61
718,Luis Angel Acosta,M,20,180,73
719,Luz Mercedes Acosta Valdez,F,27,164,63
720,Marcelo Alberto Acosta Jimnez,M,20,,
721,Mara Jos Acosta Acosta,F,24,172,69
722,Mariano Acosta,M,22,,
723,Osmay Acosta Duarte,M,23,188,91
724,Pedro Javier Acosta Snchez,M,20,188,78
725,Roslandy del Valle Acosta Alvarado,F,16,190,62
726,Tanya Acosta,F,25,182,70
727,Martn Ral Acosta y Lara Daz,M,23,,
728,George Wilson Acquaah,M,26,,
729,Robert Acquafresca,M,20,184,70
730,Edward Acquah,M,29,188,82
731,Oliver Acquah,M,22,177,82
732,Samuel Sam Acquah,M,21,178,72
733,Ilona cs (-Zimmermann),F,16,,
734,Otto Mnsted Acthon,M,30,,
735,Benjamin Maxwell Ben Acton,M,32,,
736,Brigitte Acton (-Smith),F,20,168,63
737,Amelia Lynn Amy Acuff (-Harvey),F,21,188,66
738,Crox Ernesto Acua Rodrguez,M,18,192,89
739,Jorge Acua,M,24,173,50
740,ngel Mudo Acua Lizana,M,29,,
741,Ricardo Acua,M,25,,
742,Roberto Acua,M,25,208,109
743,Arslanbek Aylow,M,23,177,75
744,Jzsef Aczl (-Eisenhoffer),M,23,,
745,Kazimierz Piotr Adach,M,23,162,60
746,Goro Adachi,M,19,156,56
747,Kiyoshi Adachi,M,22,179,60
748,Mariko Adachi,F,29,162,51
749,Miho Adachi,F,25,165,58
750,Seiya Adachi,M,21,172,67
751,Takumi Adachi,M,26,168,67
752,Yumi Adachi,F,23,160,
753,Yurie Adachi,F,28,156,51
754,Craig Robert Adair,M,21,187,81
756,Adalberto Pereira da Silva,M,25,189,105
757,Adam,M,,,
758,Adam,M,,,
759,Ahmed Adam,M,20,162,60
760,Constantin Adam,M,20,202,105
761,Gal Adam,M,22,190,80
762,Gordon Belgum Gordy Adam,M,21,,
763,Herman Adam Negrete,M,23,180,71
764,Idrissa Adam,M,27,178,79
765,Jean-Paul Adam,M,15,,
766,Ji Adam,M,25,187,83
767,Johannes Johann Adam,M,,,
768,Joseph Adam,M,27,172,70
769,Leonie Adam,F,23,162,54
770,Marcus Adam,M,24,182,82
771,Marianne Adam,F,20,183,85
772,Michael B. Mike Adam,M,24,175,95
773,Moustafa Adam,M,19,173,71
774,Nicolas Dominique Nic Adam,M,30,,
775,Otto Adam,M,26,,
776,Paul Adam,M,49,,
777,Pierre Louis Eugne Adam,M,24,,
778,Sndor dm,M,20,,
779,Shuaib Adam,M,30,175,80
780,Tony Adam,M,18,169,61
781,Ahmed Adam Salah,M,30,154,64
782,Samba Adama,M,32,175,82
783,Stefan Adamczak,M,31,175,73
785,Dariusz Adamczuk,M,22,179,78
786,Adam Eucharyst Adamczyk,M,21,173,80
787,Edward Adamczyk,M,26,190,83
788,Lubo Adamec,M,29,184,77
789,Petr Adamec,M,20,187,87
790,Mara Teresa Adames,F,18,160,52
791,Luigi Adami,M,47,,
792,Jina Adamikov-Pelcov,F,22,173,62
793,Panagiotis Adamidis,M,18,,
794,Janusz Andrzej Adamiec,M,21,176,74
795,Tomasz Adamiec,M,26,171,69.5
796,Sabine Heidrun Adamik (Picken- -Bothe),F,32,172,68
797,Zoltn Adamik,M,23,175,71
798,Pirouz Adamiyat,M,23,190,80
799,Nafissatou Moussa Adamou,F,14,172,72
800,Georgi Mirchev Adamov,M,25,173,64
801,Tatyana Pavlovna Adamovich,F,29,163,54
802,Tadeusz Ralf Adamowski,M,26,177,70
803,Anne Wilma Adams (-King),F,16,165,54
804,Antoine Xavier Adams,M,23,180,79
805,April Jane Adams,F,19,,
806,Bartlett S. Bart Adams,M,38,,
807,Benjamin Willard Ben Adams,M,22,188,78
808,Robert Bob Adams,M,27,,
809,Brian Adams,M,27,183,67
810,Bridget Shirley Adams (-Bengough),F,19,,
811,Natalie Cammile Adams (-Brannan),F,20,173,65
812,David Dixie Adams,M,30,188,79
813,Edgar Holmes Adams,M,36,,
814,Edward Adams,M,,,
815,Francis Frank Adams,M,22,169,68
816,Frederick Thomas Fred Adams,M,,,
817,Gerard Gerry Adams,M,38,177,70
818,Harry Lester Adams,M,31,,
819,John E. Adams,M,24,178,95
820,Judith C. Judi Adams,F,37,,
821,Keith Adams,M,22,167,75
822,Lennox Adams,M,20,,
823,Liam Adams,M,29,178,64
824,Luke Kendall Adams,M,27,189,70
825,Lynda Riley Adams (-Hunt),F,16,,
826,Lyukman Rasakovich Adams,M,23,194,87
827,Mareike Adams,F,26,174,73
828,Maureen Adams,F,38,169,68
830,Adrian Neil Adams,M,21,178,78
831,Nelson Luis Adams,M,21,,81
832,Nicola Virginia Adams,F,29,164,51
833,Odalys Adams Castillo,F,25,171,59
834,Paul Adams,M,24,185,98
835,Phillip Maxwell Phil Adams,M,39,163,93
836,Platt Adams,M,23,188,78
837,Rachael Alexis Adams,F,26,188,81
838,Ralph Andrew Adams,M,20,170,56
839,Robert P. Adams,M,17,188,85
840,Victoria Vicki Adams,F,24,164,69
841,Walter Adams,M,23,172,67
842,Wayman Elbridge Adams,M,48,,
843,William T. Adams,M,,,
844,William Edward Willie Adams,M,19,198,93
845,Birgitta Ann-Agnes Bride Adams-Ray,F,21,,
846,Valerie Kasanita Adams-Vili (-Price),F,19,193,120
847,Morten Gundro Adamsen,M,22,181,84
848,Antoni Adamski,M,20,179,74
849,Filip Kamil Adamski,M,25,189,87
850,Herbert Adamski,M,26,,
851,Jerzy Adamski,M,23,171,58
852,Tadeusz Adamski,M,29,,
853,Per Anders Adamson,M,22,177,68
854,Derrick Adamson,M,26,177,72
856,Per Owe Adamson,M,25,171,65
857,Gsta Napoleon Adamsson,M,27,,
858,Charles Adamu,M,23,170,81
859,Mamudu Adamu,M,27,,
860,Dariusz Adamus,M,23,185,94
861,Jos Carlos Adn Arias,M,25,166,57
862,Nenita Adan,F,23,160,49
863,Aboukar Hassan Adani,M,20,165,59
864,Yasemin Adar,F,24,180,75
865,Juan Bautista Adarraga Elizarn,M,24,183,
866,Orhan Ada,M,20,,
867,Christopher Thomas Chris Adcock,M,23,183,80
868,Frances Fran Adcock,F,20,178,72
869,  Gabrielle Marie Gabby Adcock (White-),F,25,167,
870,William Arthur Bill Adcocks,M,26,168,55
871,Berkane Lakhdar Adda,M,21,178,78
872,Elie Adda,M,,,
873,Mehdi Addadi,M,28,179,70
874,Edith Addams de Habbelinck (-Lutjens -Taylor -Bel Geddes),F,20,,
875,Jenny Marie Beatrice Addams,F,19,,
876,Jean Renaud Adde,M,37,181,70
878,Hamida Addche,M,28,164,56
879,Corran Descy Addison,M,23,170,65
880,Roy Addison,M,21,177,75
881,Joseph Joe Addo,M,24,182,81
882,Simon Addo,M,17,180,79
883,Charles Addo-Odametey,M,27,170,67
884,Eugene Addor,M,,,
885,Robert Charles Bob Addy,M,23,191,76
886,Ebenezer Charles O. Addy,M,23,178,70
887,James Aryee Addy,M,20,183,75
888,Jangy McKinley Addy,M,23,188,88
889,Mercy Addy,F,20,161,58
890,Winifred Addy,M,23,,
891,William Harold Ade,M,20,,
892,Peter Adeberg,M,19,185,75
893,Ulrike Adeberg (-Spielmann),F,23,170,60
894,James Adede,M,29,162,92
895,Adegboyega Folaranmi Adedoyin,M,25,,
896,Olubayo Adefemi,M,22,181,82
897,Lawrence Adegbeingbe,M,27,181,66
898,Stephen Adebisi Gbadegesin Steve Adegbite,M,24,186,77
899,Adewale Adegbusi,M,30,,67
900,Oluwakemi Kemi Adekoya,F,23,166,63
901,Amos Ojo Adekunle,M,26,140,48
902,Odunayo Folasade Adekuoroye,F,22,169,53
903,Carolyn Adel,F,17,163,52
904,Gun Margareta del (-Nilsson),F,25,163,52
905,Alberto Adela,M,,,
906,Peter Adelaar,M,33,213,135
907,Irfan Adelbi,M,38,185,90
908,Ayodele Dele Adeleye,M,19,190,80
909,Andr Adelheim,M,22,177,70
911,Antoine Adelisse,M,17,178,65
912,Beatrice Adelizzi,F,19,175,67
913,Marcel Louis Ernest Alfred Charles Albert Adelon,M,38,,
914,Lambert Adelot,M,29,,
915,Abrar Osman Adem,M,18,168,58
916,Biko Adema,M,28,177,85
917,Joost Adema,M,24,202,91
918,Ademir Roque Kaefer,M,24,179,74
919,Hoche Yaya Aden,M,21,180,47
920,Ibrahim Mohamed Aden Gedi,M,23,178,75
921,Jama Awil Aden,M,23,176,69
922,Jama Mohamed Aden,M,21,180,68
923,Olapade Charles Adeniken,M,19,186,78
924,Aminat Oluwafunmilayo Adeniyi,F,23,165,58
925,Adenzia Aparecida Ferreira da Silva,F,25,187,65
926,Esau Adenji,M,24,177,70
927,Margaret Adetutu Adeoye,F,27,162,65
928,Alfred Ader,M,31,166,60
929,Berhane Adere Debala,F,22,170,50
930,Hanns Aderhold,M,33,,
931,Nyakisi Adero,F,30,,
932,Ademola Adeshina,M,24,,
933,Adsio Alves Machado,M,19,,
934,Adeoye Adetunji,M,22,174,71
935,Adevaldo Virglio Netto,M,21,,
936,Isiaq Adeyanju,M,24,162,65
937,Fatai Adeyemo,M,,,
938,Cary Glen Adgate,M,22,173,74
939,Kamal Bahadur Adhikari,M,31,163,69
940,David Adiele,M,25,174,
941,Paul Adiga,M,20,176,74
942,Moriam Seun Adigun,F,25,153,52
943,Arman Adikyan,M,23,168,66
944,Haydy Morsy Adil,F,16,168,58
945,Mirza Adil,M,17,177,73
946,Adel Mohamed Adili,M,21,176,65
947,Adilson de Freitas Nascimento,M,20,195,88
948,Hammed Adio,M,21,185,63
949,Antonio R. Adipe Marrone,M,24,,
950,Ilana Adir (-Kamarshik),F,19,165,58
951,Evelyn Adiru,F,22,162,50
952,Badathala Adisekhar,M,28,,53
953,Franck Adisson,M,23,180,70
954,Adiyasambuu Tsolmon,F,23,165,65
955,Jikirum Adjaluddin,M,21,,
956,Richard Richy  Adjei,M,27,190,110
957,Sammi Adjei,M,18,,
958,Denos Adjima Beche,M,,168,56
959,Christian Donfack Adjoufack,M,28,175,80
960,Amanda Jo Adkins (-Schneider),F,23,173,61
961,Bradley Don Brad Adkins,M,22,188,80
962,Charles Chuck Adkins,M,20,,
963,Derrick Ralph Adkins,M,26,188,80
964,Robert Edward Bob Adlard,M,32,,
967,Egon Adler,M,23,172,62
968,Margarete Grete Adler,F,16,,
970,Lena Kristina Adler,F,18,162,56
971,Uwe Adler,M,20,182,77
973,Gregor Nils Henric Adlercreutz,M,37,,
974,Nils August Domingo Adlercreutz,M,45,,
975,Anna Mrtha Vilhelmina Adlerstrhle (von Oelreich-),F,39,,
976,Jonna Eva-Maj Adlerteg,F,17,153,38
977,Erik William Adlerz,M,15,,
978,Mrta Elvira Adlerz (-Hermansson),F,15,,
979,Hans Adlhoch,M,41,177,70
980,Rebecca Becky Adlington,F,19,179,70
982,Hamdi Adly El-Seoudi Ibrahim,M,23,194,82
983,Sad Admane,M,,174,62
984,Jane Admans,F,21,165,53
985,Megra Admassou,M,25,177,65
986,Adriana Johanna Jacoba Admiraal-Meijerink,F,30,,
987,Khadour Adnan,M,25,173,81
988,Mustapha Adnane,M,,168,77.5
989,Gadi Ado,M,20,173,61
990,Adogon,M,,,
991,Christopher Silas Adolf,M,24,168,59
992,Josef Adolf,M,25,,
993,Ruth Adolf,F,20,165,56
994,Ricardo Adolfo,M,,,
995,Jan Erik Adolfsen,M,21,,
996,Karl Tage Herbert Adolfsson,M,21,182,72
997,Lars Olof Melker Adolfsson,M,22,183,81
998,ke Ronnie Adolfsson,M,23,180,77
999,Sune Roland Adolfsson,M,25,180,74
1000,Dainius Adomaitis,M,26,202,100
1001,Svajnas Adomaitis,M,19,175,55
1002,Daniel Adomako,M,20,170,69
1003,Lena Annika Adomat,F,16,162,56
1004,Aurimas Adomaviius,M,22,204,100
1005,Neil Isaac Adonis,M,31,182,93
1006,Ador,M,,,
1007,Istvn Adorjn,M,22,,
1008,Jnos Adorjn,M,34,192,83
1009,William Adornado,M,21,187,77
1010,Jean-Luc Adorno,M,23,180,64
1011,Omar Adorno,M,23,160,51
1012,Rubn Adorno Melndez,M,23,190,91
1013,Barthelmy Adoukonu,M,22,160,55
1014,Martin Natchaba Adouna,M,28,167,68
1015,Conrad Adriaenssens,M,49,,
1016,J. Adriaenssens,M,,,
1017,Nathan Ghar-Jun Adrian,M,19,198,100
1018,Vera Adrian,F,22,168,57
1019,Selvyana Adrian-Sofyan,F,33,151,52
1020,Adriana Aparecida dos Santos,F,21,180,61
1021,Eduardo Bto Adriana,M,35,176,120
1022,Sharnol Leonard Adriana,M,29,185,95
1023,Adriana Adrianinha Moiss Pinto,F,21,170,65
1024,Elisngela Maria Adriano,F,23,180,96
1025,Attila Adrovicz,M,30,189,87
1026,Carlos Adsera Puig,M,21,173,72
1027,Mark J. Adshead,M,25,173,65
1028,Fredua Koranteng Freddy Adu,M,19,170,66
1029,Carlos Adueza Troll,M,20,,
1030,Martha Adusei,F,24,165,64
1031,Aduuchiin Baatarkh,M,24,185,82
1032,Serhiy Mykolaiovych Advena,M,20,190,82
1033,Adyaagiin Jgdernamjil,M,27,154,52
1034,Viktoriya Adyeva,F,20,160,55
1035,Erkin Adylbek uulu,M,25,190,80
1036,Olga Olegovna Adzhigerskaya,F,26,192,65
1037,Rustam Iwanovych Adzhy,M,23,175,69
1038,orbergur Aalsteinsson,M,28,190,90
1039,Silulu Aetonu (-Grey),F,24,170,59
1040,Urs Aeberhard,M,30,180,98
1041,Max Aeberli,M,,,
1042,Adolf Aebersold,M,27,,
1043,Regula Aebi (-Anliker),F,22,170,58
1044,David Aebischer,M,24,186,85
1045,Christian Aebli,M,27,180,95
1046,Klaus Aeffke,M,24,189,82
1047,Carl Bror Emil Kalle Aejemelaeus (-im),M,29,169,
1048,Eduard Aellig,M,24,181,93
1049,Lon Joseph Aelter (-Freddy),M,22,,
1050,Hansjrg Aemisegger,M,24,175,75
1051,Mechelina Agnes Elisabeth Lies Aengenendt,F,20,,
1052,Jasper Aerents,M,19,191,86
1053,Luca Aerni,M,20,177,80
1054,Jean Aerts,M,20,,
1055,Katrien Aerts,F,37,162,51
1056,Mario Aerts,M,33,182,68
1057,Sara Aerts,F,28,182,64
1058,Andreas Aeschbach,M,22,178,67
1059,Marianne Aeschbacher,F,21,166,50
1060,Marita Aeschbacher,F,31,173,64
1061,Frdric Charles Aeschlimann,M,27,,
1062,Jean-Jacques Aeschlimann,M,34,186,86
1063,Peter Aeschlimann,M,25,186,86
1064,Albert Aeschmann,M,23,,74
1065,Oscar Adolf Richard af Strm,M,44,,
1066,Paulus Reinhold af Uhr,M,20,,
1067,Hamed Afagh Eslamieh,M,25,188,82
1068,Brian ONeill Afanador Prez,M,19,175,68
1069,Nikolay Konstantinovich Afanasyev,M,30,187,80
1071,Kseniya Dmitriyevna Afanasyeva,F,16,158,48
1072,Yelena Aleksandrovna Afanasyeva (Vlasova-),F,30,164,56
1073,Mustapha Afandi,M,26,175,74
1075,Abel Aferalign,M,20,169,54
1076,Jammal-ud-Din Affendi,M,28,,
1077,Xavier Affentranger,M,26,,
1078,Franois Jacques Affolter,M,21,186,74
1079,Konrad Affolter,M,26,187,87
1080,Ahmed Afghan,M,18,180,82
1081,Alessia Afi Dipol,F,18,168,58
1082,Ahmed Afifi,M,28,194,92
1083,Gharib Afifi,M,,,
1084,Shimaa Afifi,F,19,163,54
1085,Maksim Sergeyevich Afinogenov,M,22,183,88
1086,Madjid Aflaki Khamesh,M,27,184,77
1087,Evelina Afoa,F,17,162,60
1088,Olabisi Bisi Afolabi,F,20,180,62
1089,Vladimir Afonin,M,24,189,67
1090,Inha Mykolavna Afonina,F,22,,
1091,Nuno Miguel Figueiredo Afonso,M,21,190,85
1093,Marina Anatolyevna Aframeyeva,F,25,171,62
1094,Felicia Afrsiloaie (-Jitianu),F,22,178,70
1095,Cecil Sebastian Afrika,M,28,175,75
1096,Hannah Afriyie,F,20,165,52
1097,Georgios Afroudakis,M,19,194,103
1098,Khristos Afroudakis,M,20,188,88
1099,Mehrdad Afsharian Tarshiz,M,37,172,69
1100,Ibrahim Afsharpour,M,21,,
1101,Mohammad Anwar Afzal,M,,,
1102,Muhammad Afzal,M,25,169,78
1103,Muhammad Afzal,M,21,184,69
1104,Muhammad Afzal Manna,M,25,173,76
1105,Mirza Najib Aga,M,19,,
1106,Karim El-Husseini Aga Khan,M,27,,
1107,Timothy Ernest Victor Kwizera Tim Agaba,M,27,193,104
1108,Drago Agache,M,28,175,75
1109,Lavinia Agache (-Carney),F,16,148,40
1110,Aleksandr Agafonov,M,21,190,86
1111,Alisa Agafonova,F,23,171,
1112,Alphonsine Agahozo,F,16,160,50
1113,Victor Okechukwu Agali,M,21,193,82
1114,Luca Agamennoni,M,24,187,93
1115,Marina Aganina,F,20,158,51
1116,Eldijana Dana Aganovi (-Bentsen),F,24,173,59
1117,Gennady Mikhaylovich Agapov,M,30,181,76
1118,Francilla Agar (-Schofield),F,25,170,55
1119,Mark Sidney Andrew Agar,M,27,,
1120,Steven Kirwan Steve Agar,M,28,182,72
1121,Arturo Ernesto Agard,M,31,195,96
1122,Andre Kirk Agassi,M,26,180,80
1123,Arthure Agathine,M,19,180,72
1124,Krikor Agathon,M,23,,
1125,Rstm Aayev,M,22,186,96
1126,Vilayt Aayev,M,24,168,62
1127,Giancarlo Agazzi,M,23,178,73
1128,Gladstone Agbamu,M,27,179,74
1129,Leopold Agbazo,M,27,159,54
1130,Ajayi Agbebaku,M,29,185,80
1131,Clarisse Agbegnenou,F,23,164,66
1132,Agberto Correa de Matos,M,24,193,97
1133,Sonya Agbssi,F,19,167,66
1134,Komi-Mawussi Agbetoglo,M,18,,
1135,Francis Agbo,M,22,184,66
1136,Jos V. Agdamag Jr.,M,39,163,61
1137,William Ashby Bill Agee,M,22,,
1138,Iwao Ageishi,M,24,166,72
1139,Craig John Agena,M,23,170,66
1140,Ronald Jean-Martin Agnor,M,23,180,79
1141,Franco Agentho,M,22,,60
1142,Wendy Caroline Ager-Grant,F,23,163,55
1143,Jesper Agergrd Jensen,M,25,180,69
1147,Viktor Ivanovich Ageyev,M,20,184,80
1148,Krishnan Kumar Aggarwal,M,21,167,55
1149,Neha Aggarwal,F,18,170,67
1150,Sven Ingvar Agge,M,34,,
1151,Harald Agger,M,19,,
1152,Khoudir Aggoune,M,23,175,66
1153,Edward Jeff Aggrey-Fynn,M,29,180,74
1154,Adalbert Agh,M,26,186,90
1155,Istvn gh,M,22,176,82
1156,Norbert gh,M,18,194,78
1157,Olivr gh,M,17,187,78
1158,Mamed Aghaev,M,28,177,84
1159,Julius Aghahowa,M,18,173,75
1160,Nasser Aghaie,M,20,160,51
1161,Emanoul B. Aghasi (Agassian-),M,17,,
1162,Levon Aghasyan,M,21,193,75
1163,Joseph Aghoghovbia,M,27,190,83
1164,Naroa Agirre Kamio,F,25,177,63
1165,Vladimir Agishev,M,27,171,70
1166,Joanna Jane Agius,F,22,170,61
1167,Neil Agius,M,18,168,65
1168,Umberto Agliorini,M,,,
1169,Marilyn Agliotti,F,21,172,58
1170,Aurlien Agnan,M,22,171,62
1171,Benjamin Agnel,M,20,175,75
1172,Marysette Agnel,F,25,,
1173,Yannick Agnel,M,20,202,90
1174,Robert David Garrick Agnew,M,17,,
1175,Claudio Agnisetta,M,20,165,64
1176,Nemo Agodi,M,20,,
1177,Kally Agogo,M,27,182,82
1178,Jeffrey Allan Jeff Agoos,M,32,175,79
1179,Gregorio Ags Muruzabal,M,23,,
1180,Marc Agosta,M,36,173,60
1181,Meghan Christina Agosta (-Marciano),F,18,168,67
1182,Pedro Emanuel Costa Agostinho,M,23,174,64
1183,Dante Agostini,M,28,173,68
1184,Jorge Agostini Villasana,M,38,,
1185,Michael George Raymond Mike Agostini,M,21,171,66
1186,Paul Agostino,M,21,184,84
1187,Andrew Andy Agosto,M,18,,51
1188,Benjamin Alexandro Ben Agosto,M,24,178,75
1189,Imre goston,M,30,,
1190,Simon Agoston,M,31,179,64
1191,Judit goston-Mendelnyi,F,27,164,62
1192,Carlo Agostoni Faini,M,19,170,
1193,Hernn Marcelo Agote,M,26,,
1194,Eduardo Nilton Agra Galvo,M,26,194,78
1195,Salvador Jos Milhazes Agra,M,24,168,70
1197,Seyyit Ahmet Aral,M,,168,70
1198,Jess Agramonte Terry,M,21,191,80
1199,Slim Agrebi,M,22,,
1200,Debora Agreiter,F,22,166,52
1201,Erik Alfred gren,M,20,,
1202,Ulrika Maria gren,F,25,176,74
1203,Renzo Pasquale Zeglio Agresta,M,19,181,76
1204,Lindy Brigitte Agricole (Leveau-),F,34,175,70
1205,Christel Agrikola,F,23,173,66
1206,Georg Agrikola,M,25,195,89
1207,Georgios Agrimanakis,M,27,173,64
1208,Ioannis Agrimis,M,,,
1209,Laura Agront Snchez-Pimion (-Hobbs),F,19,179,57
1210,Spyros Agrotis,M,22,170,59
1211,Estella Stella Agsteribbe (-Blits),F,19,,
1213,Norisbeth Isais Agudo Gonzlez,F,24,163,55
1214,Eric Agueh,M,24,180,72
1215,Ernesto Agero Shell,M,22,,163
1216,Albino Manuel Agero,M,,,
1217,Mario Felipe Aguero Medrano,M,24,,
1218,Pedro Luciano Agero Ceballos,M,19,165,60
1219,Rubn Jos Agero,M,28,191,78
1220,Sergio Leonel Agero del Castillo,M,20,172,74
1221,Taismary Tai Agero Leiva (-Botteghi),F,23,175,70
1222,ngel Aguiar Garca,M,21,,
1223,Anoumou Aguiar,M,23,172,67
1224,Gonzalo Aguiar Martnez,M,22,175,62
1225,Joo Paquete Aguiar,M,17,,
1226,Luis M. Aguiar Donatti,M,20,190,90
1227,Rubn Humberto Aguiar,M,28,167,64
1228,Samuel Aguiar,M,27,,
1229,Jos Luiz Aguiar e Ramalho,M,29,,
1230,Barry Aguibou,M,29,171,51
1231,Claudio S. guila,M,27,191,82
1232,Judith guila Hernndez,F,19,192,80
1233,Alberto Martn Aguilar Surez,M,27,194,80
1234,Alessandra Aguilar Morn,F,30,165,50
1235,Andreas Aguilar,M,26,168,67
1236,Andrey Alberto Aguilar Komissarov,M,19,178,72
1237,Antonio Aguilar Chastellain,M,20,179,77
1238,Dario Aguilar Gonzlez,M,,,
1239,Eduardo Aguilar Estrada,M,27,173,71
